ID,date,pressure,flow_rate,suction_pressure,discharge_pressure,rpm,vibration_rms,vibration_peak,structural_vibration,motor_current,power_draw_kw,bearing_temperature,motor_temperature,pump_casing_temperature,oil_temperature,fluid_temperature,ambient_temperature,oil_pressure,oil_level,seal_pressure,leakage_rate,runtime_hours_since_last_maintenance,days_since_last_maintenance,start_stop_count,acoustic_signal_level,time_until_next_maintenance
P1,2025-01-20,0.00012004801920768308,1.0087868852459017,1.3957894736842105,1.1728481012658227,1.0272980501392757,0.7041666666666667,0.5880392156862746,0.7685714285714287,0.14539716669944477,47866.378796632125,0.7406679764243614,0.9398544520547945,0.8744553376906318,0.8146279949558637,0.9203333333333333,33.28,1.3416666666666666,1.103076923076923,0.796078431372549,0.09166666666666667,0.33042499999999997,0.25,0.008,0.5037096774193548,32
P1,2025-01-21,0.00012001800720288116,1.01672131147541,1.4128947368421052,1.1784810126582277,1.0272980501392757,0.7187500000000001,0.5809803921568628,0.7500000000000001,0.14398639976967453,48777.30745967803,0.7415103902686264,0.9287285525736912,0.9021432600112803,0.778069599474721,0.9378333333333334,34.54,1.3583333333333332,1.1012820512820514,0.796078431372549,0.08944444444444445,0.342175,0.2625,0.008,0.517741935483871,31
P1,2025-01-22,0.00012115846338535414,1.0124918032786885,1.4244736842105263,1.1832911392405063,1.0356545961002785,0.7695833333333334,0.6168627450980393,0.7871428571428573,0.14425091856900646,48503.65225021079,0.7536267519055815,0.921791300621384,0.8816471229888191,0.8269655825702559,0.9256666666666666,33.33,1.3694444444444442,1.102051282051282,0.7725490196078432,0.09111111111111113,0.35499166666666665,0.275,0.008,0.5162903225806451,30
P1,2025-01-23,0.00012039815926370548,1.020327868852459,1.4157894736842105,1.185759493670886,1.0323119777158773,0.6633333333333334,0.5796078431372549,0.8092857142857144,0.1434573621710107,48207.87293405381,0.7362146050670642,0.9312581063553824,0.915333701047987,0.7978246960972488,0.9196666666666666,33.74,1.3527777777777779,1.0999999999999999,0.815686274509804,0.08944444444444445,0.36810000000000004,0.2875,0.008,0.515483870967742,29
P1,2025-01-24,0.00012028811524609843,1.0045901639344261,1.425,1.1828481012658227,1.03008356545961,0.7829166666666667,0.6517647058823529,0.8357142857142857,0.14469178323455964,48473.33311962305,0.7336808140977911,0.9496651544610067,0.8889501240011022,0.7865132630233301,0.9198333333333333,33.71,1.3555555555555554,1.1065384615384615,0.796078431372549,0.09777777777777778,0.38369166666666665,0.3,0.008,0.5174193548387096,28
P1,2025-01-25,0.00012023809523809524,1.0075737704918033,1.4205263157894736,1.1877215189873418,1.033983286908078,0.7433333333333334,0.6423529411764706,0.9164285714285715,0.14513264790011285,49218.84781166693,0.7717635320528808,0.9598611412453896,0.8891659739540039,0.8201994210357028,0.9381666666666667,33.91,1.338888888888889,1.100897435897436,0.803921568627451,0.07444444444444445,0.395375,0.3125,0.008,0.5253225806451612,27
P1,2025-01-26,0.00011980792316926771,1.0145245901639344,1.4063157894736842,1.1898101265822785,1.037325905292479,0.8,0.641764705882353,0.942857142857143,0.14486812910078092,49018.34917029205,0.7685231228244653,0.969710082215491,0.9141358365543899,0.8081358103779628,0.9426666666666667,33.78,1.3194444444444444,1.0987179487179488,0.8117647058823529,0.08,0.41031666666666666,0.325,0.01,0.5229032258064517,26
P1,2025-01-27,0.00012080832332933173,1.0086885245901638,1.421578947368421,1.1750632911392405,1.0272980501392757,0.8020833333333334,0.6364705882352941,0.8835714285714287,0.14539716669944477,49298.158726869704,0.7708592777085927,0.9694474539544963,0.9385892116182573,0.8038523274478331,0.9425,33.85,1.3527777777777779,1.0966666666666667,0.8058823529411766,0.07833333333333334,0.4265,0.3375,0.01,0.535483870967742,25
P1,2025-01-28,0.0001213485394157663,1.0131147540983607,1.4152631578947368,1.1831012658227849,1.0256267409470752,0.7716666666666667,0.6409803921568629,0.9214285714285715,0.14354553510412135,48328.76860490047,0.7869642404260714,0.9542152762491746,0.9316963025684448,0.8176141965165955,0.9388333333333333,34.57,1.35,1.0857692307692308,0.8019607843137255,0.09777777777777778,0.444325,0.35,0.01,0.5174193548387096,24
P1,2025-01-29,0.00011971788715486195,1.0064590163934428,1.438157894736842,1.1792405063291138,1.0362116991643453,0.8554166666666667,0.6841176470588236,0.9714285714285715,0.1469842794954363,49896.43099874163,0.756743130829342,0.9540179548938035,0.9153350154191199,0.8193674600586893,0.9188333333333334,34.33,1.3083333333333333,1.0756410256410258,0.8098039215686275,0.09444444444444446,0.4594,0.3625,0.01,0.542258064516129,23
P1,2025-01-30,0.00012016806722689077,1.0100655737704918,1.4171052631578949,1.1815822784810126,1.0362116991643453,0.8841666666666667,0.6984313725490197,1.0121428571428572,0.14689610656232563,50082.00336437463,0.7999492900608519,0.9557658450704224,0.9266365688487587,0.8449408672798949,0.9401666666666666,34.56,1.3305555555555555,1.0796153846153846,0.8196078431372549,0.08666666666666667,0.47657499999999997,0.375,0.01,0.5372580645161291,22
P1,2025-01-31,0.00012075830332132853,1.003016393442623,1.421315789473684,1.1831645569620253,1.033983286908078,0.8254166666666667,0.6825490196078432,0.8764285714285716,0.1472487982947682,49233.31451191554,0.7767088607594939,0.9443956043956043,0.9414084507042254,0.8370491803278689,0.9406666666666667,34.5,1.3222222222222222,1.0728205128205128,0.8117647058823529,0.095,0.4911583333333333,0.3875,0.012,0.5372580645161291,21
P1,2025-02-01,0.00012135854341736694,1.0079672131147541,1.4044736842105263,1.1800632911392404,1.0239554317548747,0.8770833333333333,0.7350980392156864,0.9842857142857143,0.1456616854987767,49615.7383850236,0.7957643622200584,0.9581563296516568,0.9258360302049622,0.8391521197007482,0.9435,32.92,1.3305555555555555,1.0784615384615386,0.8294117647058825,0.09277777777777778,0.5031333333333333,0.4,0.012,0.544516129032258,20
P1,2025-02-02,0.00012148859543817527,1.0087868852459017,1.425,1.1996835443037976,1.0250696378830084,0.9179166666666666,0.7198039215686275,1.0085714285714287,0.15024667802052993,49922.948249387664,0.7981163970055543,0.9620333263024679,0.9580326116011764,0.8617710583153348,0.929,32.59,1.3166666666666667,1.0696153846153846,0.8352941176470589,0.11055555555555556,0.5153666666666668,0.4125,0.012,0.5467741935483871,19
P1,2025-02-03,0.00012139855942376951,0.9968196721311474,1.4105263157894736,1.1873417721518986,1.03008356545961,0.9029166666666666,0.7596078431372549,0.9557142857142858,0.1472487982947682,49557.17425501987,0.8098679292300026,0.967916756991112,0.9471353445889843,0.8776100224863476,0.9515,33.87,1.3138888888888889,1.065,0.8117647058823529,0.11944444444444444,0.5314833333333333,0.425,0.012,0.5562903225806451,18
P1,2025-02-04,0.00012026810724289716,1.0224918032786885,1.4300000000000002,1.1826582278481013,1.0289693593314764,0.9254166666666668,0.7484313725490197,1.0550000000000002,0.14751331709410015,50983.61923432569,0.8062749003984063,0.9835355285961871,0.9148230088495576,0.8613607188703466,0.9543333333333333,33.84,1.3027777777777778,1.0594871794871794,0.815686274509804,0.10333333333333333,0.5485833333333333,0.4375,0.012,0.5385483870967742,17
P1,2025-02-05,0.00012185874349739897,1.006360655737705,1.4352631578947368,1.1865822784810125,1.0245125348189414,0.9204166666666668,0.7776470588235295,1.0257142857142858,0.1470724524285469,50160.84883936407,0.8116637212825045,1.0032887524665646,0.962931760741365,0.8353479255145377,0.9454999999999999,34.39,1.3083333333333333,1.0557692307692308,0.8098039215686275,0.10333333333333333,0.5665666666666667,0.45,0.012,0.5435483870967742,16
P1,2025-02-06,0.00012060824329731893,1.0038360655737706,1.4163157894736842,1.1908227848101267,1.0328690807799443,0.9666666666666667,0.789607843137255,1.1242857142857143,0.15148109908407892,50746.25441749692,0.8157566691598105,0.9876382563435265,0.949875380780947,0.8807457409193186,0.9390000000000001,33.89,1.3166666666666667,1.0487179487179488,0.831372549019608,0.11222222222222222,0.5852416666666667,0.4625,0.012,0.5488709677419356,15
P1,2025-02-07,0.0001222388955582233,1.0119344262295082,1.4055263157894735,1.1891772151898734,1.0323119777158773,0.9879166666666667,0.8184313725490198,1.132857142857143,0.1498939862880874,50856.091637939404,0.8013874614594038,0.9888691006233303,0.9627720504009165,0.8572860962566844,0.9595,35.08,1.3083333333333333,1.0525641025641026,0.8254901960784314,0.10111111111111112,0.5972083333333333,0.475,0.012,0.5646774193548387,14
P1,2025-02-08,0.00012178871548619447,1.0041967213114753,1.4226315789473685,1.201772151898734,1.0289693593314764,0.9345833333333333,0.7813725490196078,1.0914285714285714,0.15086388855230443,50399.54809849186,0.8074626865671644,1.0067099567099567,0.9643646408839778,0.846474358974359,0.952,33.8,1.3166666666666667,1.0485897435897438,0.8215686274509805,0.09111111111111113,0.609075,0.4875,0.012,0.5512903225806451,13
P1,2025-02-09,0.00012259903961584634,1.0090491803278687,1.4155263157894737,1.1871518987341771,1.0367688022284123,0.9829166666666667,0.7872549019607843,1.0714285714285714,0.14954129455564485,50498.681561006946,0.8387261146496816,0.9761325966850829,0.945531914893617,0.8657851239669421,0.9546666666666667,34.75,1.2972222222222223,1.047051282051282,0.8078431372549021,0.09999999999999999,0.6229083333333333,0.5,0.012,0.5632258064516129,12
P1,2025-02-10,0.0001223189275710284,0.994655737704918,1.4000000000000001,1.1937974683544303,1.0295264623955431,1.05125,0.8247058823529413,1.17,0.15051119681986186,50331.09497046036,0.8120585267406659,0.9980280455740578,0.9727833894500562,0.8896866840731069,0.9643333333333334,34.36,1.2805555555555557,1.0364102564102564,0.8372549019607843,0.10722222222222223,0.6350750000000001,0.5125,0.012,0.5587096774193548,11
P1,2025-02-11,0.00012225890356142455,1.0088852459016393,1.3926315789473684,1.189493670886076,1.0356545961002785,0.9712500000000001,0.8158823529411764,1.1664285714285716,0.1509520614854151,50122.09296923903,0.8142391576836301,0.9607757681412072,0.9818891056004456,0.8549692457105861,0.9511666666666667,34.11,1.2527777777777778,1.0388461538461538,0.8254901960784314,0.11888888888888889,0.6489250000000001,0.525,0.012,0.5680645161290322,10
P1,2025-02-12,0.00012359943977591036,0.9841639344262295,1.4155263157894737,1.2029746835443038,1.0295264623955431,0.9637500000000001,0.823529411764706,1.1664285714285716,0.1509520614854151,47872.62615301908,0.822592501837785,0.9931638538773768,0.9622385221407226,0.8575919522162841,0.9425,33.19,1.3055555555555556,1.031025641025641,0.823529411764706,0.12222222222222222,0.663675,0.5375,0.012,0.5756451612903225,9
P1,2025-02-13,0.0001220888355342137,0.9976065573770492,1.3960526315789472,1.1912025316455697,1.0272980501392757,1.04125,0.8392156862745099,1.2028571428571428,0.15209830961585338,51205.3802096697,0.8415286624203822,1.0026519337016575,0.9826950354609929,0.88099173553719,0.9583333333333334,34.75,1.261111111111111,1.0285897435897435,0.8254901960784314,0.11055555555555556,0.6756333333333333,0.55,0.012,0.5933870967741935,8
P1,2025-02-14,0.00012235894357743096,0.9940983606557376,1.3934210526315791,1.1934177215189874,1.0311977715877438,1.0420833333333333,0.8762745098039217,1.1492857142857142,0.1498939862880874,51225.78808578792,0.8343742193354985,1.002606995437758,0.996669442131557,0.9033193683532066,0.9691666666666666,33.97,1.286111111111111,1.0261538461538462,0.8294117647058825,0.11666666666666668,0.6924833333333333,0.5625,0.012,0.5643548387096774,7
P1,2025-02-15,0.0001230892356942777,1.0122295081967214,1.391578947368421,1.1972151898734178,1.037325905292479,1.0458333333333334,0.9125490196078432,1.1521428571428571,0.15350907654562362,50773.03688777377,0.833376057421174,0.9935569873361474,0.9857183661810911,0.8830389870043319,0.9496666666666667,34.99,1.25,1.0202564102564102,0.815686274509804,0.12944444444444445,0.7042083333333333,0.575,0.012,0.5820967741935484,6
P1,2025-02-16,0.00012222889155662266,1.0005901639344263,1.3978947368421053,1.1999367088607595,1.0295264623955431,1.0870833333333334,0.8831372549019607,1.2235714285714288,0.15298003894695977,51425.87273425019,0.8472121650977553,1.01876449504533,0.9727491317125302,0.8936170212765957,0.9614999999999999,32.57,1.2666666666666666,1.0115384615384617,0.8352941176470589,0.10722222222222223,0.717925,0.5875,0.012,0.562741935483871,5
P1,2025-02-17,0.00012441976790716287,0.9822295081967213,1.3789473684210527,1.2082911392405062,1.0256267409470752,1.0508333333333333,0.8921568627450981,1.252857142857143,0.15412628707739812,50262.645525019696,0.8564520234156273,1.0064031795098256,1.000283366392746,0.9012875536480686,0.9953333333333333,34.71,1.275,1.0043589743589745,0.8431372549019608,0.12222222222222222,0.7360166666666667,0.6,0.012,0.5922580645161291,4
P1,2025-02-18,0.00012414965986394557,0.9981967213114754,1.3834210526315789,1.1993670886075949,1.0323119777158773,1.0750000000000002,0.8782352941176471,1.2307142857142859,0.15306821188007042,50695.056878077696,0.8483258370814595,1.0186875271621034,0.9825097168239868,0.9003868471953578,0.9676666666666667,33.98,1.2555555555555553,1.0014102564102565,0.8372549019607843,0.12333333333333334,0.7551583333333334,0.6125,0.014,0.5966129032258065,3
P1,2025-02-19,0.00012421968787515005,0.9940000000000001,1.3760526315789474,1.1974683544303797,1.0323119777158773,1.14625,0.933921568627451,1.292857142857143,0.15403811414428747,50823.53494838367,0.8707482993197281,1.020568278201866,1.0043057050592032,0.912002487562189,0.9568333333333333,32.84,1.2666666666666666,0.9996153846153846,0.8470588235294119,0.12444444444444444,0.7691749999999999,0.625,0.014,0.5829032258064516,2
P1,2025-02-20,0.00012316926770708283,0.9954426229508198,1.3726315789473684,1.1965822784810127,1.0311977715877438,1.1383333333333334,0.9390196078431373,1.3478571428571429,0.15500801640850448,51892.02044058799,0.8928831673548702,1.0154759380962477,0.9690610707559859,0.8908921355299969,0.9815,32.83,1.2722222222222221,0.9946153846153846,0.8372549019607843,0.10611111111111111,0.7857083333333333,0.6375,0.014,0.5990322580645161,1
P1,2025-02-21,0.00011948779511804721,1.0355081967213113,1.3813157894736843,1.1679113924050633,1.0345403899721448,0.37833333333333335,0.37117647058823533,0.45928571428571435,0.13904871551547873,45957.895989631164,0.6611570247933884,0.840124095139607,0.7707953063885268,0.7457271364317842,0.8833333333333333,31.65,1.3444444444444443,1.1889743589743589,0.7627450980392158,0.029444444444444447,0.026925,0.0125,0.012,0.45774193548387093,52
P1,2025-02-22,0.00011981792717086834,1.023344262295082,1.3565789473684209,1.1694303797468355,1.0350974930362118,0.3958333333333333,0.3466666666666667,0.3857142857142858,0.13675621925460207,45292.89713896465,0.6287575150300602,0.8349303135888502,0.7605790645879732,0.7241267787839586,0.8936666666666666,34.08,1.347222222222222,1.1933333333333334,0.7607843137254903,0.02388888888888889,0.04065,0.025,0.012,0.46177419354838706,51
P1,2025-02-23,0.00011954781912765106,1.0328852459016393,1.3521052631578947,1.1732911392405063,1.0317548746518106,0.4320833333333333,0.36725490196078436,0.43714285714285717,0.1373734297863766,45751.87100457501,0.6282082620386213,0.8185887870390107,0.7567054998645354,0.7163898464431213,0.8933333333333333,33.09,1.3555555555555554,1.192179487179487,0.7843137254901962,0.04055555555555556,0.052866666666666666,0.0375,0.012,0.462741935483871,50
P1,2025-02-24,0.00011964785914365746,1.0354426229508196,1.3605263157894738,1.1677215189873418,1.026740947075209,0.4141666666666667,0.3696078431372549,0.5207142857142857,0.1392250613817,46627.26992847722,0.6576221016280216,0.8186506231198969,0.8073344280240832,0.7533291058972733,0.9006666666666666,33.46,1.35,1.198076923076923,0.7764705882352941,0.035,0.066625,0.05,0.012,0.4690322580645161,49
P1,2025-02-25,0.00012112845138055222,1.0259672131147541,1.358684210526316,1.1713291139240505,1.0350974930362118,0.4608333333333334,0.40176470588235297,0.5242857142857144,0.1409885200439128,46223.44192051991,0.6642232206195318,0.8941809898529717,0.842778793418647,0.7813157104235505,0.8913333333333333,31.71,1.3444444444444443,1.181025641025641,0.7627450980392158,0.043888888888888894,0.08487499999999999,0.0625,0.012,0.47709677419354835,48
P1,2025-02-26,0.00011974789915966387,1.0261967213114755,1.3486842105263157,1.1713291139240505,1.03008356545961,0.5229166666666667,0.4019607843137255,0.5307142857142857,0.13975409898036384,46700.74831414668,0.6772436656405398,0.8743520630313083,0.8333769291132618,0.7920553716521216,0.9136666666666666,31.77,1.3333333333333333,1.176153846153846,0.7843137254901962,0.045555555555555564,0.10453333333333333,0.075,0.012,0.48306451612903223,47
P1,2025-02-27,0.00011991796718687475,1.0251475409836066,1.358157894736842,1.1773417721518988,1.0278551532033426,0.4370833333333333,0.39901960784313734,0.5235714285714286,0.13984227191347448,46059.68867265614,0.6705398208666182,0.8353413654618472,0.7802197802197801,0.759207675642216,0.8776666666666666,32.69,1.3277777777777777,1.1708974358974358,0.7764705882352941,0.04666666666666667,0.12364166666666666,0.0875,0.014,0.485,46
P1,2025-02-28,0.00011897759103641458,1.0237704918032786,1.3492105263157896,1.1671518987341771,1.0233983286908077,0.4704166666666667,0.41470588235294126,0.5564285714285715,0.13772612151881913,46825.65308935824,0.6419692907628565,0.8592387837550499,0.782608695652174,0.7536684358413986,0.8966666666666666,32.97,1.2916666666666667,1.1765384615384615,0.7862745098039216,0.04666666666666667,0.140825,0.1,0.014,0.4846774193548387,45
P1,2025-03-01,0.00011957783113245298,1.022983606557377,1.341842105263158,1.1703797468354429,1.033426183844011,0.47375,0.4454901960784314,0.525,0.1405476553783596,46818.56052175061,0.6625394513231367,0.850392032210214,0.8112395805324011,0.7576887232059647,0.898,32.81,1.3138888888888889,1.1673076923076924,0.7725490196078432,0.037222222222222226,0.15915833333333335,0.1125,0.014,0.4730645161290322,44
P1,2025-03-02,0.00012106842737094838,1.027311475409836,1.3471052631578946,1.169620253164557,1.037883008356546,0.5237499999999999,0.4413725490196079,0.5807142857142857,0.14160573057568726,47222.62683695603,0.6664247701983551,0.8445289395859739,0.809587573647563,0.7581941867656153,0.9041666666666667,32.66,1.3138888888888889,1.1573076923076921,0.7705882352941177,0.05277777777777778,0.17215,0.125,0.014,0.46774193548387094,43
P1,2025-03-03,0.000120328131252501,1.0050819672131148,1.3386842105263157,1.175886075949367,1.0311977715877438,0.5404166666666667,0.46509803921568627,0.5814285714285714,0.14125303884324472,45583.668420906404,0.6883880450759432,0.8652285348141819,0.8245518739815317,0.7891263356379635,0.9046666666666667,33.18,1.3111111111111111,1.1688461538461539,0.7901960784313726,0.03777777777777778,0.1905,0.1375,0.014,0.48403225806451616,42
P1,2025-03-04,0.0001221388555422169,1.0291475409836066,1.3326315789473684,1.1759493670886076,1.022841225626741,0.5416666666666667,0.48745098039215695,0.5978571428571429,0.14019496364591705,46307.893972142985,0.6723054615756404,0.8870831574504011,0.8130016051364366,0.7899938233477456,0.9115,32.62,1.3083333333333333,1.1717948717948719,0.7764705882352941,0.05833333333333334,0.21030833333333335,0.15,0.014,0.477258064516129,41
P1,2025-03-05,0.00012051820728291317,1.0179016393442621,1.328421052631579,1.164367088607595,1.0272980501392757,0.5720833333333334,0.4980392156862746,0.5650000000000001,0.1429283245723469,47394.31341894475,0.6819830713422008,0.8893347412882789,0.8216867469879519,0.7740340030911901,0.9109999999999999,32.65,1.2916666666666667,1.1687179487179487,0.7901960784313726,0.06666666666666667,0.2246166666666667,0.1625,0.014,0.4833870967741935,40
P1,2025-03-06,0.00012089835934373749,1.0218360655737706,1.3336842105263158,1.1767721518987342,1.0306406685236769,0.59875,0.5086274509803922,0.605,0.14284015163923622,47037.01174221223,0.6909090909090908,0.8579110651499482,0.8563233376792697,0.8119940029985007,0.9206666666666667,31.65,1.2944444444444445,1.169102564102564,0.7980392156862747,0.04111111111111111,0.23953333333333332,0.175,0.014,0.4841935483870968,39
